id,location_id,wait_times_data,updated_at
1,ChIJTQuF4cCxPIgR6H_8jbqyg88,"{'Friday': {'11': 25, '12': 30, '13': 35, '14': 40, '15': 45, '16': 45, '17': 40, '18': 20}, 'Monday': {'11': 0, '12': 15, '13': 20, '14': 15, '15': 20, '16': 20, '17': 20, '18': 20}, 'Sunday': {'11': 25, '12': 25, '13': 30, '14': 35, '15': 35, '16': 30, '17': 20, '18': 20}, 'Tuesday': {'11': 0, '12': 15, '13': 20, '14': 15, '15': 20, '16': 20, '17': 20, '18': 20}, 'Saturday': {'11': 30, '12': 45, '13': 45, '14': 45, '15': 40, '16': 30, '17': 20, '18': 20}, 'Thursday': {'11': 20, '12': 30, '13': 35, '14': 35, '15': 25, '16': 25, '17': 25, '18': 25}, 'Wednesday': {'11': 0, '12': 15, '13': 20, '14': 15, '15': 20, '16': 20, '17': 20, '18': 20}}",2025-03-12 23:57:16.789282
